collection_no,n_occs,early_interval,late_interval,max_ma,min_ma,stg,late_bin,taxon,guild,mid
26668,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
26670,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
26671,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
26868,2,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
26869,2,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
26870,1,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
26871,2,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
26872,1,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
26873,1,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
26877,1,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
26878,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
26884,3,Ludfordian,Ludfordian,425.6,423,27,27,Eurypterida,demersal,423.87
26908,7,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
26910,4,Ludfordian,Ludfordian,425.6,423,27,27,Eurypterida,demersal,423.87
26911,4,Ludfordian,Ludfordian,425.6,423,27,27,Eurypterida,demersal,423.87
26912,1,Ludfordian,Ludfordian,425.6,423,27,27,Eurypterida,demersal,423.87
26913,2,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
26914,11,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
26915,11,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
26916,1,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
26917,2,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
26918,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
26919,5,Sheinwoodian,Sheinwoodian,433.4,430.5,24,24,Eurypterida,demersal,431.775
26922,9,Rootsikula,Rootsikula,429.2,427.4,25,25,Eurypterida,demersal,428.68
26927,4,Rootsikula,Rootsikula,429.2,427.4,25,25,Eurypterida,demersal,428.68
26928,6,Rootsikula,Rootsikula,429.2,427.4,25,25,Eurypterida,demersal,428.68
26929,3,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
26934,1,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
26978,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
26981,2,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
26983,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
26984,1,Homerian,Homerian,430.5,427.4,25,25,Eurypterida,demersal,428.68
26985,1,Aeronian,Aeronian,440.8,438.5,22,22,Eurypterida,demersal,439.54
26988,1,Gorstian,Gorstian,427.4,425.6,26,26,Eurypterida,demersal,425.875
26994,1,Hirnantian,Hirnantian,445.2,443.8,20,20,Eurypterida,demersal,444.14
27049,10,Early Emsian,Early Emsian,407.6,398.3,31,31,Eurypterida,demersal,402.405
27185,1,Pragian,Pragian,410.8,407.6,30,30,Eurypterida,demersal,411.455
27907,1,Telychian,Telychian,438.5,433.4,23,23,Eurypterida,demersal,435.76
28069,1,Westphalian A,Westphalian A,318.8,317,39,39,Eurypterida,demersal,319.275
32230,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Eurypterida,demersal,365.2
36137,1,Emsian,Emsian,407.6,393.3,31,31,Eurypterida,demersal,402.405
37102,1,Emsian,Emsian,407.6,393.3,31,31,Eurypterida,demersal,402.405
38971,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Eurypterida,demersal,326.87
50933,1,Missourian,Missourian,305.9,303.7,41,41,Eurypterida,demersal,305.35
50934,1,Missourian,Missourian,305.9,303.7,41,41,Eurypterida,demersal,305.35
51008,1,Missourian,Missourian,305.9,303.7,41,41,Eurypterida,demersal,305.35
51013,1,Missourian,Missourian,305.9,303.7,41,41,Eurypterida,demersal,305.35
51016,1,Missourian,Missourian,305.9,303.7,41,41,Eurypterida,demersal,305.35
60391,3,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
60392,1,Givetian,Givetian,387.7,382.7,33,33,Eurypterida,demersal,382.1
60393,1,Givetian,Givetian,387.7,382.7,33,33,Eurypterida,demersal,382.1
75184,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
75497,1,Homerian,Homerian,430.5,427.4,25,25,Eurypterida,demersal,428.68
75508,1,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
75630,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
76134,1,Frasnian,Frasnian,382.7,372.2,34,34,Eurypterida,demersal,375
81117,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
81121,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
90682,2,Arundian,Arundian,346.7,340.2,37,37,Eurypterida,demersal,338.535
114468,1,Westphalian A,Westphalian A,318.8,317,39,39,Eurypterida,demersal,319.275
122576,1,Westphalian D,Westphalian D,309.8,307.4,40,40,Eurypterida,demersal,311.085
122623,1,Westphalian C,Westphalian C,314.6,309.8,40,40,Eurypterida,demersal,311.085
122624,1,Yeadonian,Westphalian A,320.2,317,39,39,Eurypterida,demersal,319.275
125232,2,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
136240,3,Emsian,Emsian,407.6,393.3,31,31,Eurypterida,demersal,402.405
140811,1,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
145676,1,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
145992,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
145994,1,Pragian,Pragian,410.8,407.6,30,30,Eurypterida,demersal,411.455
145998,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
145999,1,Pragian,Pragian,410.8,407.6,30,30,Eurypterida,demersal,411.455
146003,1,Pragian,Pragian,410.8,407.6,30,30,Eurypterida,demersal,411.455
146004,1,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
146009,1,Pragian,Pragian,410.8,407.6,30,30,Eurypterida,demersal,411.455
146017,1,Pragian,Pragian,410.8,407.6,30,30,Eurypterida,demersal,411.455
149704,1,Gzhelian,Gzhelian,303.7,298.9,42,42,Eurypterida,demersal,301.285
152121,1,Marsdenian,Marsdenian,321.5,320.2,39,39,Eurypterida,demersal,319.275
153534,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
153581,9,Telychian,Telychian,438.5,433.4,23,23,Eurypterida,demersal,435.76
155303,1,Stephanian B,Stephanian B,301.4,300.9,41,41,Eurypterida,demersal,305.35
155760,3,Pragian,Pragian,410.8,407.6,30,30,Eurypterida,demersal,411.455
155775,6,Early Emsian,Early Emsian,407.6,398.3,31,31,Eurypterida,demersal,402.405
155912,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
161317,1,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
161318,1,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
165526,2,Desmoinesian,Desmoinesian,312.7,305.9,40,40,Eurypterida,demersal,311.085
174420,1,Visean,Visean,346.7,330.9,37,37,Eurypterida,demersal,338.535
179176,1,Frasnian,Frasnian,382.7,372.2,34,34,Eurypterida,demersal,375
184695,2,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
184696,2,Sheinwoodian,Sheinwoodian,433.4,430.5,24,24,Eurypterida,demersal,431.775
184697,2,Sheinwoodian,Sheinwoodian,433.4,430.5,24,24,Eurypterida,demersal,431.775
184698,1,Sheinwoodian,Sheinwoodian,433.4,430.5,24,24,Eurypterida,demersal,431.775
184699,1,Telychian,Telychian,438.5,433.4,23,23,Eurypterida,demersal,435.76
184931,1,Kasimovian,Kasimovian,307,303.7,41,41,Eurypterida,demersal,305.35
195788,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Eurypterida,demersal,353.015
204935,2,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
216798,1,Westphalian A,Westphalian A,318.8,317,39,39,Eurypterida,demersal,319.275
225089,1,Kasimovian,Kasimovian,307,303.7,41,41,Eurypterida,demersal,305.35
225096,2,Telychian,Telychian,438.5,433.4,23,23,Eurypterida,demersal,435.76
225099,1,Telychian,Telychian,438.5,433.4,23,23,Eurypterida,demersal,435.76
225108,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Eurypterida,demersal,365.2
225145,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
225146,1,Pragian,Pragian,410.8,407.6,30,30,Eurypterida,demersal,411.455
225147,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
225148,1,Emsian,Emsian,407.6,393.3,31,31,Eurypterida,demersal,402.405
225149,1,Frasnian,Frasnian,382.7,372.2,34,34,Eurypterida,demersal,375
225177,1,Westphalian D,Westphalian D,309.8,307.4,40,40,Eurypterida,demersal,311.085
225178,1,Morrowan,Morrowan,323.2,318.4,39,39,Eurypterida,demersal,319.275
225205,1,Visean,Visean,346.7,330.9,37,37,Eurypterida,demersal,338.535
225272,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Eurypterida,demersal,365.2
225370,1,Gzhelian,Gzhelian,303.7,298.9,42,42,Eurypterida,demersal,301.285
225376,1,Gzhelian,Gzhelian,303.7,298.9,42,42,Eurypterida,demersal,301.285
225381,1,Asselian,Asselian,298.9,293.52,43,43,Eurypterida,demersal,296.205
225446,1,Gzhelian,Gzhelian,303.7,298.9,42,42,Eurypterida,demersal,301.285
225474,1,Bashkirian,Bashkirian,323.2,315.2,39,39,Eurypterida,demersal,319.275
225481,1,Moscovian,Moscovian,315.2,307,40,40,Eurypterida,demersal,311.085
225483,1,Bashkirian,Bashkirian,323.2,315.2,39,39,Eurypterida,demersal,319.275
225499,1,Pendleian,Pendleian,330.9,327.4,38,38,Eurypterida,demersal,326.87
225500,1,Bashkirian,Bashkirian,323.2,315.2,39,39,Eurypterida,demersal,319.275
225531,1,Moscovian,Moscovian,315.2,307,40,40,Eurypterida,demersal,311.085
225532,1,Bashkirian,Bashkirian,323.2,315.2,39,39,Eurypterida,demersal,319.275
225581,1,Westphalian A,Westphalian A,318.8,317,39,39,Eurypterida,demersal,319.275
225613,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Eurypterida,demersal,365.2
226625,2,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
230899,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Eurypterida,demersal,402.405
231624,2,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
231817,3,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
231818,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Eurypterida,demersal,415.7
231821,1,Westphalian B,Westphalian B,317,314.6,40,40,Eurypterida,demersal,311.085
231823,1,Westphalian B,Westphalian B,317,314.6,40,40,Eurypterida,demersal,311.085
231827,1,Pendleian,Pendleian,330.9,327.4,38,38,Eurypterida,demersal,326.87
231831,1,Bashkirian,Bashkirian,323.2,315.2,39,39,Eurypterida,demersal,319.275
231832,1,Kasimovian,Kasimovian,307,303.7,41,41,Eurypterida,demersal,305.35
231833,1,Kasimovian,Kasimovian,307,303.7,41,41,Eurypterida,demersal,305.35
231839,1,Bashkirian,Bashkirian,323.2,315.2,39,39,Eurypterida,demersal,319.275
231844,1,Moscovian,Moscovian,315.2,307,40,40,Eurypterida,demersal,311.085
231845,1,Moscovian,Moscovian,315.2,307,40,40,Eurypterida,demersal,311.085
231846,1,Bashkirian,Bashkirian,323.2,315.2,39,39,Eurypterida,demersal,319.275
231852,1,Westphalian D,Westphalian D,309.8,307.4,40,40,Eurypterida,demersal,311.085
231879,1,Moscovian,Moscovian,315.2,307,40,40,Eurypterida,demersal,311.085
231883,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Eurypterida,demersal,353.015
231884,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Eurypterida,demersal,353.015
231909,1,Bashkirian,Bashkirian,323.2,315.2,39,39,Eurypterida,demersal,319.275
232123,1,Famennian,Famennian,372.2,358.9,35,35,Eurypterida,demersal,365.2
232143,1,Siegen,Siegen,410.8,407.6,30,30,Eurypterida,demersal,411.455
232264,1,Emsian,Emsian,407.6,393.3,31,31,Eurypterida,demersal,402.405
232405,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Eurypterida,demersal,353.015
232421,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Eurypterida,demersal,353.015
232422,1,Holkerian,Asbian,346.7,336.3,37,37,Eurypterida,demersal,338.535
232427,1,Westphalian B,Westphalian C,317,309.8,40,40,Eurypterida,demersal,311.085
232442,1,Eifelian,Eifelian,393.3,387.7,32,32,Eurypterida,demersal,389.8
232474,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Eurypterida,demersal,402.405
232504,1,Emsian,Emsian,407.6,393.3,31,31,Eurypterida,demersal,402.405
232543,1,Visean,Visean,346.7,330.9,37,37,Eurypterida,demersal,338.535
232620,4,Pridoli,Pridoli,423,419.2,28,28,Eurypterida,demersal,420.865
233061,3,Emsian,Emsian,407.6,393.3,31,31,Eurypterida,demersal,402.405
13823,1,Rootsikula,Rootsikula,429.2,427.4,25,25,Agnatha,demersal,428.68
13824,2,Rootsikula,Rootsikula,429.2,427.4,25,25,Agnatha,demersal,428.68
14308,1,Rootsikula,Rootsikula,429.2,427.4,25,25,Agnatha,demersal,428.68
26994,1,Hirnantian,Hirnantian,445.2,443.8,20,20,Agnatha,demersal,444.14
68049,2,Famennian,Famennian,372.2,358.9,35,35,Agnatha,demersal,365.2
90302,1,Telychian,Telychian,438.5,433.4,23,23,Agnatha,demersal,435.76
90328,5,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
90401,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
113022,1,Emsian,Emsian,407.6,393.3,31,31,Agnatha,demersal,402.405
113023,1,Emsian,Emsian,407.6,393.3,31,31,Agnatha,demersal,402.405
116654,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Agnatha,demersal,326.87
132078,1,Moscovian,Moscovian,315.2,307,40,40,Agnatha,demersal,311.085
179176,1,Frasnian,Frasnian,382.7,372.2,34,34,Agnatha,demersal,375
179235,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Agnatha,demersal,415.7
179237,3,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
179262,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
179263,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
179265,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
179986,1,Homerian,Homerian,430.5,427.4,25,25,Agnatha,demersal,428.68
179987,1,Homerian,Homerian,430.5,427.4,25,25,Agnatha,demersal,428.68
179988,1,Homerian,Homerian,430.5,427.4,25,25,Agnatha,demersal,428.68
179989,1,Homerian,Homerian,430.5,427.4,25,25,Agnatha,demersal,428.68
179990,1,Homerian,Homerian,430.5,427.4,25,25,Agnatha,demersal,428.68
182047,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
182169,3,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
182171,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
182172,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
182173,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
182174,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
182176,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
182180,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
182181,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
182182,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
182183,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
182184,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
182185,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
182186,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
182187,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
182188,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
182189,1,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
182190,3,Pridoli,Pridoli,423,419.2,28,28,Agnatha,demersal,420.865
182191,3,Ludfordian,Ludfordian,425.6,423,27,27,Agnatha,demersal,423.87
182192,3,Ludfordian,Ludfordian,425.6,423,27,27,Agnatha,demersal,423.87
182193,1,Ludfordian,Ludfordian,425.6,423,27,27,Agnatha,demersal,423.87
182222,3,Ludfordian,Ludfordian,425.6,423,27,27,Agnatha,demersal,423.87
182224,3,Ludfordian,Ludfordian,425.6,423,27,27,Agnatha,demersal,423.87
182275,1,Ludfordian,Ludfordian,425.6,423,27,27,Agnatha,demersal,423.87
182278,1,Ludfordian,Ludfordian,425.6,423,27,27,Agnatha,demersal,423.87
182309,1,Gorstian,Gorstian,427.4,425.6,26,26,Agnatha,demersal,425.875
182369,1,Telychian,Telychian,438.5,433.4,23,23,Agnatha,demersal,435.76
182382,1,Telychian,Telychian,438.5,433.4,23,23,Agnatha,demersal,435.76
182384,1,Ludfordian,Ludfordian,425.6,423,27,27,Agnatha,demersal,423.87
191665,1,Ludfordian,Ludfordian,425.6,423,27,27,Agnatha,demersal,423.87
454,2,Aeronian,Aeronian,440.8,438.5,22,22,Orthocerida,plankton,439.54
476,1,Sheinwoodian,Sheinwoodian,433.4,430.5,24,24,Orthocerida,plankton,431.775
480,1,Gorstian,Gorstian,427.4,425.6,26,26,Orthocerida,plankton,425.875
491,2,Pridoli,Pridoli,423,419.2,28,28,Orthocerida,plankton,420.865
493,3,Pridoli,Pridoli,423,419.2,28,28,Orthocerida,plankton,420.865
529,1,Gorstian,Gorstian,427.4,425.6,26,26,Orthocerida,plankton,425.875
542,2,Pridoli,Pridoli,423,419.2,28,28,Orthocerida,plankton,420.865
562,1,Chadian,Arundian,346.7,340.2,37,37,Orthocerida,plankton,338.535
593,2,Lochkovian,Lochkovian,419.2,410.8,29,29,Orthocerida,plankton,415.7
594,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Orthocerida,plankton,415.7
597,1,Pragian,Pragian,410.8,407.6,30,30,Orthocerida,plankton,411.455
602,1,Pragian,Pragian,410.8,407.6,30,30,Orthocerida,plankton,411.455
604,1,Emsian,Emsian,407.6,393.3,31,31,Orthocerida,plankton,402.405
608,1,Emsian,Emsian,407.6,393.3,31,31,Orthocerida,plankton,402.405
610,1,Eifelian,Eifelian,393.3,387.7,32,32,Orthocerida,plankton,389.8
615,1,Eifelian,Eifelian,393.3,387.7,32,32,Orthocerida,plankton,389.8
627,1,Givetian,Givetian,387.7,382.7,33,33,Orthocerida,plankton,382.1
644,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Orthocerida,plankton,365.2
669,1,Givetian,Givetian,387.7,382.7,33,33,Orthocerida,plankton,382.1
670,1,Givetian,Givetian,387.7,382.7,33,33,Orthocerida,plankton,382.1
3309,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Orthocerida,plankton,353.015
3437,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Orthocerida,plankton,365.2
3438,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Orthocerida,plankton,365.2
3440,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Orthocerida,plankton,365.2
3442,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Orthocerida,plankton,365.2
3559,1,Pragian,Pragian,410.8,407.6,30,30,Orthocerida,plankton,411.455
3845,1,Eifelian,Eifelian,393.3,387.7,32,32,Orthocerida,plankton,389.8
3846,1,Eifelian,Eifelian,393.3,387.7,32,32,Orthocerida,plankton,389.8
5517,1,Serpukhovian,Serpukhovian,330.9,323.2,38,38,Orthocerida,plankton,326.87
5611,2,Serpukhovian,Serpukhovian,330.9,323.2,38,38,Orthocerida,plankton,326.87
5960,1,Early Famennian,Early Famennian,372.2,368.5,35,35,Orthocerida,plankton,365.2
5994,1,Asbian,Asbian,340.2,336.3,37,37,Orthocerida,plankton,338.535
5995,2,Asbian,Asbian,340.2,336.3,37,37,Orthocerida,plankton,338.535
6025,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Orthocerida,plankton,365.2
6027,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Orthocerida,plankton,365.2
6029,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Orthocerida,plankton,365.2
6050,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Orthocerida,plankton,365.2
6053,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Orthocerida,plankton,365.2
6064,1,Asbian,Asbian,340.2,336.3,37,37,Orthocerida,plankton,338.535
6399,1,Brigantian,Brigantian,336.3,330.9,37,37,Orthocerida,plankton,338.535
6407,1,Brigantian,Brigantian,336.3,330.9,37,37,Orthocerida,plankton,338.535
6706,1,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
7001,1,Meramecian,Meramecian,343.1,335.8,37,37,Orthocerida,plankton,338.535
7196,1,Lochkovian,Lochkovian,419.2,410.8,29,29,Orthocerida,plankton,415.7
7224,1,Famennian,Famennian,372.2,358.9,35,35,Orthocerida,plankton,365.2
7238,1,Famennian,Famennian,372.2,358.9,35,35,Orthocerida,plankton,365.2
7239,1,Famennian,Famennian,372.2,358.9,35,35,Orthocerida,plankton,365.2
7243,1,Famennian,Famennian,372.2,358.9,35,35,Orthocerida,plankton,365.2
7244,1,Famennian,Famennian,372.2,358.9,35,35,Orthocerida,plankton,365.2
7248,1,Famennian,Famennian,372.2,358.9,35,35,Orthocerida,plankton,365.2
8029,1,Gorstian,Gorstian,427.4,425.6,26,26,Orthocerida,plankton,425.875
8172,1,Pendleian,Arnsbergian,330.9,324,38,38,Orthocerida,plankton,326.87
8252,1,Brigantian,Brigantian,336.3,330.9,37,37,Orthocerida,plankton,338.535
8253,1,Pendleian,Pendleian,330.9,327.4,38,38,Orthocerida,plankton,326.87
8254,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Orthocerida,plankton,326.87
8255,3,Arnsbergian,Arnsbergian,327.4,324,38,38,Orthocerida,plankton,326.87
8257,3,Arnsbergian,Arnsbergian,327.4,324,38,38,Orthocerida,plankton,326.87
8258,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Orthocerida,plankton,326.87
8259,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Orthocerida,plankton,326.87
8261,2,Chokierian,Alportian,324,322,39,39,Orthocerida,plankton,319.275
8266,1,Kinderscoutian,Kinderscoutian,322,321.5,39,39,Orthocerida,plankton,319.275
8268,1,Marsdenian,Marsdenian,321.5,320.2,39,39,Orthocerida,plankton,319.275
8298,2,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
8299,2,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
8300,2,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
8302,1,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
8303,2,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
8304,2,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
8305,1,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
8306,1,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
8307,2,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
8308,2,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
8309,2,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
8310,3,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
8311,2,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
8312,3,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
8313,2,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
8314,2,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
8315,3,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
8316,3,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
8320,1,Ludfordian,Ludfordian,425.6,423,27,27,Orthocerida,plankton,423.87
